193, 6078914
191, 6080056
190, 6081195
190, 6082329
189, 6083460
188, 6084584
189, 6085707
187, 6086826
190, 6087945
187, 6089067
187, 6090187
186, 6091300
186, 6092413
183, 6093892
181, 6094993
184, 6096090
185, 6097205
183, 6098310
184, 6099410
184, 6100512
181, 6101611
183, 6102704
181, 6103799
182, 6104892
183, 6105990
183, 6107087
182, 6108543
182, 6109636
182, 6110729
182, 6111818
181, 6112904
181, 6113989
181, 6115083
182, 6116172
182, 6117257
182, 6118708
181, 6119792
181, 6120874
181, 6121951
185, 6123037
183, 6124127
181, 6125213
181, 6126296
180, 6127740
180, 6128820
181, 6129904
182, 6130995
185, 6132097
183, 6133199
184, 6134302
184, 6135409
184, 6136518
186, 6137628
186, 6138743
189, 6139863
190, 6140996
189, 6142129
190, 6143261
190, 6144398
191, 6145538
192, 6146682
192, 6147825
193, 6148978
194, 6150145
194, 6151308
194, 6152475
195, 6153643
196, 6154816
197, 6155600
197, 6156776
199, 6157958
201, 6159158
199, 6160350
200, 6161548
200, 6162352
200, 6163557
201, 6164759
198, 6165957
198, 6167141
200, 6168333
197, 6169128
195, 6170305
194, 6171472
192, 6172639
193, 6173798
191, 6174953
191, 6176104
191, 6177250
190, 6178397
190, 6179535
188, 6180673
189, 6181807
188, 6182938
187, 6184067
187, 6185190
187, 6186311
186, 6187434
187, 6188552
186, 6189667
186, 6190783
184, 6191896
185, 6193005
184, 6194113
185, 6195215
185, 6196325
184, 6197432
185, 6198534
184, 6199638
182, 6200737
183, 6202198
183, 6203295
183, 6204390
182, 6205487
183, 6206583
183, 6207675
182, 6208770
181, 6209861
181, 6210948
182, 6212036
183, 6213490
181, 6214579
183, 6215668
182, 6216759
182, 6217846
181, 6218933
180, 6220011
181, 6221091
185, 6222181
181, 6223631
182, 6224716
180, 6225802
179, 6226883
179, 6227962
180, 6229043
181, 6230132
182, 6231230
184, 6232327
185, 6233795
185, 6234900
185, 6236007
184, 6237115
188, 6238222
187, 6239345
186, 6240474
189, 6241601
190, 6242731
189, 6243862
190, 6244999
190, 6246137
191, 6247276
191, 6248428
193, 6249584
194, 6250742
194, 6251517
193, 6252678
195, 6253844
195, 6255014
195, 6256183
196, 6257364
198, 6258554
200, 6259739
200, 6260536
200, 6261734
201, 6262928
202, 6264133
201, 6265339
197, 6266535
198, 6267325
196, 6268513
196, 6269692
197, 6270863
194, 6272032
193, 6273197
